1.64354e-05 5.07050e+04  1.26559e+03 1.26559e+03 
3.28708e-05 5.07616e+04  4.66127e+03 4.71235e+03 
4.93062e-05 5.09436e+04  9.74076e+03 9.96886e+03 
6.57415e-05 5.13398e+04  1.63653e+04 1.69876e+04 
8.21768e-05 5.20423e+04  2.43844e+04 2.57124e+04 
9.86119e-05 5.31326e+04  3.36506e+04 3.60800e+04 
1.15047e-04 5.46697e+04  4.40347e+04 4.80219e+04 
1.31482e-04 5.66793e+04  5.54380e+04 6.14658e+04 
1.47916e-04 5.91466e+04  6.78010e+04 7.63379e+04 
1.64350e-04 6.20140e+04  8.11090e+04 9.25646e+04 
1.80784e-04 6.51821e+04  9.53919e+04 1.10075e+05 
1.97217e-04 6.85158e+04  1.10720e+05 1.28800e+05 
2.13649e-04 7.18538e+04  1.27196e+05 1.48679e+05 
2.30081e-04 7.50210e+04  1.44945e+05 1.69658e+05 
2.46513e-04 7.78426e+04  1.64098e+05 1.91689e+05 
2.62943e-04 8.01583e+04  1.84782e+05 2.14736e+05 
2.79373e-04 8.18353e+04  2.07108e+05 2.38773e+05 
2.95802e-04 8.27790e+04  2.31156e+05 2.63783e+05 
3.12231e-04 8.29404e+04  2.56971e+05 2.89763e+05 
3.28658e-04 8.23196e+04  2.84560e+05 3.16719e+05 
3.45085e-04 8.09646e+04  3.13891e+05 3.44668e+05 
3.61511e-04 7.89665e+04  3.44899e+05 3.73637e+05 
3.77937e-04 7.64514e+04  3.77491e+05 4.03665e+05 
3.94361e-04 7.35689e+04  4.11559e+05 4.34794e+05 
4.10786e-04 7.04798e+04  4.46992e+05 4.67078e+05 
4.27209e-04 6.73434e+04  4.83683e+05 5.00574e+05 
4.43632e-04 6.43053e+04  5.21545e+05 5.35342e+05 
4.60054e-04 6.14880e+04  5.60518e+05 5.71448e+05 
4.76476e-04 5.89833e+04  6.00571e+05 6.08955e+05 
4.92897e-04 5.68488e+04  6.41711e+05 6.47926e+05 
5.09318e-04 5.51077e+04  6.83975e+05 6.88423e+05 
5.25739e-04 5.37518e+04  7.27427e+05 7.30502e+05 
5.42160e-04 5.27472e+04  7.72155e+05 7.74215e+05 
5.58580e-04 5.20425e+04  8.18255e+05 8.19605e+05 
5.75000e-04 5.15780e+04  8.65825e+05 8.66709e+05 
5.91420e-04 5.12942e+04  9.14955e+05 9.15555e+05 
6.07840e-04 5.11406e+04  9.65714e+05 9.66161e+05 
6.24259e-04 5.10816e+04  1.01815e+06 1.01854e+06 
6.40679e-04 5.11009e+04  1.07227e+06 1.07268e+06 
6.57099e-04 5.12024e+04  1.12807e+06 1.12858e+06 
6.73518e-04 5.14091e+04  1.18550e+06 1.18622e+06 
6.89938e-04 5.17582e+04  1.24450e+06 1.24556e+06 
7.06357e-04 5.22956e+04  1.30498e+06 1.30658e+06 
7.22776e-04 5.30683e+04  1.36684e+06 1.36923e+06 
7.39195e-04 5.41161e+04  1.43001e+06 1.43346e+06 
7.55614e-04 5.54648e+04  1.49439e+06 1.49921e+06 
7.72032e-04 5.71195e+04  1.55994e+06 1.56643e+06 
7.88450e-04 5.90610e+04  1.62660e+06 1.63507e+06 
8.04868e-04 6.12437e+04  1.69437e+06 1.70506e+06 
8.21285e-04 6.35970e+04  1.76327e+06 1.77636e+06 
8.37702e-04 6.60291e+04  1.83333e+06 1.84890e+06 
8.54118e-04 6.84325e+04  1.90462e+06 1.92263e+06 
8.70534e-04 7.06921e+04  1.97721e+06 1.99753e+06 
8.86949e-04 7.26939e+04  2.05118e+06 2.07354e+06 
9.03364e-04 7.43334e+04  2.12661e+06 2.15064e+06 
