
                             ALLAE Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: PART-  RF:RF2 PI: PART-2  S:S11 PI: PART-2-  U:U2 PI: PART-2-1
                  X                  -1                 -1                 -1                 -1                 -1                 -1                l-1           2-1 E: 1 IP: 1        -1 N: 1          1 E: 1 IP: 1           N: 1      

                6.38777E-03        0.                19.7942E+06         9.75E+03          19.7942E+06        73.0355E+03        19.867E+06         10.0084E+03        31.4395E-03        -1.22339E+09        6.3006E+09       -31.9389E-03 
                6.58003E-03        0.                20.9849E+06         9.75E+03          20.9849E+06        75.2155E+03        21.0599E+06        10.0149E+03        32.3705E-03        -1.25846E+09        6.48759E+09      -32.9001E-03 
                6.77255E-03        0.                22.211E+06          9.75E+03          22.211E+06         77.3957E+03        22.2881E+06        10.0225E+03        33.302E-03         -1.29349E+09        6.67477E+09      -33.8627E-03 
                6.96532E-03        0.                23.4724E+06         9.75E+03          23.4724E+06        79.5758E+03        23.5517E+06        10.0291E+03        34.2339E-03        -1.32848E+09        6.86204E+09      -34.8266E-03 
                7.15834E-03        0.                24.7692E+06         9.75E+03          24.7692E+06        81.7559E+03        24.8507E+06        10.0371E+03        35.166E-03         -1.36341E+09        7.04937E+09      -35.7917E-03 
                7.35163E-03        0.                26.1016E+06         9.75E+03          26.1016E+06        83.936E+03         26.1852E+06        10.0453E+03        36.0987E-03        -1.3983E+09         7.23683E+09      -36.7581E-03 
                7.54517E-03        0.                27.4694E+06         9.75E+03          27.4694E+06        86.1161E+03        27.5552E+06        10.0536E+03        37.0316E-03        -1.43315E+09        7.42442E+09      -37.7258E-03 
                7.73897E-03        0.                28.8728E+06         9.75E+03          28.8728E+06        88.2962E+03        28.9608E+06        10.0612E+03        37.965E-03         -1.46795E+09        7.61208E+09      -38.6948E-03 
                7.93303E-03        0.                30.3118E+06         9.75E+03          30.3118E+06        90.4763E+03        30.402E+06         10.0663E+03        38.8986E-03        -1.5027E+09         7.79985E+09      -39.6651E-03 
                8.12735E-03        0.                31.7866E+06         9.75E+03          31.7866E+06        92.6565E+03        31.8789E+06        10.0749E+03        39.8328E-03        -1.53741E+09        7.98776E+09      -40.6367E-03 
                8.32038E-03        0.                33.2849E+06         9.75E+03          33.2849E+06        94.8194E+03        33.3794E+06        10.0843E+03        40.7598E-03        -1.57179E+09        8.17426E+09      -41.6019E-03 
                8.51214E-03        0.                34.8061E+06         9.75E+03          34.8061E+06        96.965E+03         34.9027E+06        10.0913E+03        41.6799E-03        -1.60586E+09        8.35938E+09      -42.5607E-03 
                8.70261E-03        0.                36.3494E+06         9.75E+03          36.3494E+06        99.0935E+03        36.4481E+06        10.0958E+03        42.593E-03         -1.63961E+09        8.54313E+09      -43.5131E-03 
                8.8918E-03         0.                37.9141E+06         9.75E+03          37.9141E+06       101.205E+03         38.0149E+06        10.1059E+03        43.499E-03         -1.67305E+09        8.7255E+09       -44.459E-03  
                9.07971E-03        0.                39.4994E+06         9.75E+03          39.4994E+06       103.299E+03         39.6024E+06        10.109E+03         44.3981E-03        -1.70618E+09        8.90653E+09      -45.3985E-03 
                9.26633E-03        0.                41.1047E+06         9.75E+03          41.1047E+06       105.377E+03         41.2098E+06        10.119E+03         45.2904E-03        -1.739E+09          9.08619E+09      -46.3317E-03 
                9.45167E-03        0.                42.7293E+06         9.75E+03          42.7293E+06       107.437E+03         42.8364E+06        10.1227E+03        46.1757E-03        -1.77149E+09        9.26443E+09      -47.2584E-03 
                9.63573E-03        0.                44.3724E+06         9.75E+03          44.3724E+06       109.481E+03         44.4815E+06        10.1318E+03        47.0541E-03        -1.80369E+09        9.44134E+09      -48.1787E-03 
                9.81851E-03        0.                46.0333E+06         9.75E+03          46.0333E+06       111.507E+03         46.1444E+06        10.1398E+03        47.9255E-03        -1.8356E+09         9.61692E+09      -49.0925E-03 
               10.E-03             0.                47.7114E+06         9.75E+03          47.7114E+06       113.518E+03         47.8245E+06        10.1461E+03        48.7901E-03        -1.86719E+09        9.79111E+09      -50.E-03     




