Global Internal Force:
 0.0000E+00  0.0000E+00 -3.2152E+01 
 0.0000E+00  0.0000E+00 -1.3034E+01 
 0.0000E+00  0.0000E+00 -3.2152E+01 
 0.0000E+00  0.0000E+00 -7.6476E+01 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 
 0.0000E+00  0.0000E+00  0.0000E+00 

Global Residual Force:
-2.5840E+00  6.8906E-01 -1.3303E+01 
-1.8978E+00 -5.2055E-01 -3.2152E+01 
-1.0461E+00 -3.9227E+00 -1.3034E+01 
 1.3867E+00 -1.3964E+00 -3.2152E+01 
 2.5840E+00 -6.8906E-01 -1.3303E+01 
 1.8978E+00  5.2055E-01 -3.2152E+01 
 1.0461E+00  3.9227E+00 -1.3034E+01 
-1.3867E+00  1.3964E+00 -3.2152E+01 
-6.8505E-09  1.3195E-08 -7.6476E+01 
-2.3216E+00  6.1909E-01  4.6321E+00 
 2.5060E-01  1.1397E+00  8.6858E+00 
-1.3121E+00 -4.9205E+00  4.3806E+00 
 3.5016E-01  1.1131E+00  8.6858E+00 
 2.3216E+00 -6.1909E-01  4.6321E+00 
-2.5060E-01 -1.1397E+00  8.6858E+00 
 1.3121E+00  4.9205E+00  4.3806E+00 
9
Global Internal Force:
 1.7533E+00 -4.6756E-01 -1.5634E+01 
-1.9812E+00 -1.2608E+00 -3.5614E+01 
 5.0542E-01  1.8953E+00 -1.5680E+01 
 1.0903E+00 -2.0798E+00 -3.5614E+01 
-1.7533E+00  4.6756E-01 -1.5634E+01 
 1.9812E+00  1.2608E+00 -3.5614E+01 
-5.0542E-01 -1.8953E+00 -1.5680E+01 
-1.0903E+00  2.0798E+00 -3.5614E+01 
 6.1342E-10  4.5365E-09 -8.4434E+01 
-2.5018E-01  6.6715E-02  1.0962E+00 
 3.4756E+00  2.4080E+00  8.9016E+00 
-3.6638E-01 -1.3739E+00  1.2946E+00 
-1.8151E+00  3.8188E+00  8.9016E+00 
 2.5018E-01 -6.6715E-02  1.0962E+00 
-3.4756E+00 -2.4080E+00  8.9016E+00 
 3.6638E-01  1.3739E+00  1.2946E+00 

Global Reaction Force:
 0.0000E+00  0.0000E+00 -1.5634E+01 
 0.0000E+00  0.0000E+00 -3.5614E+01 
 0.0000E+00  0.0000E+00 -1.5680E+01 
 0.0000E+00  0.0000E+00 -3.5614E+01 
 0.0000E+00  0.0000E+00 -1.5634E+01 
 0.0000E+00  0.0000E+00 -3.5614E+01 
 0.0000E+00  0.0000E+00 -1.5680E+01 
 0.0000E+00  0.0000E+00 -3.5614E+01 
