
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLSE Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       
                6.29213E-03       54.1848             0.                 1.14992E-03       62.2587E+06        35.8287E+03        62.2587E+06        62.2942E+06       112.36E-06          31.2784E+03        -7.48189E-03       24.857E-03          0.                 1.22653E+09       -2.91355E+06        4.97739E+09       -7.45397E-03       25.1685E-03 
                6.40449E-03     -880.154              0.               172.539E-06         64.4825E+06        36.2292E+03        64.4825E+06        64.5189E+06       112.36E-06          31.2899E+03        -7.60488E-03       25.2953E-03         0.                 1.24839E+09      635.888E+03          5.06738E+09       -7.57601E-03       25.618E-03  
                6.51685E-03     -581.526              0.              -143.759E-06         66.7446E+06        36.9795E+03        66.7446E+06        66.7821E+06       112.36E-06          31.2881E+03        -7.73908E-03       25.7334E-03         0.                 1.26951E+09     -190.944E+03          5.15483E+09       -7.70915E-03       26.0674E-03 
                6.62921E-03      451.809              0.               345.204E-06         69.045E+06         37.0473E+03        69.045E+06         69.083E+06        112.36E-06          31.2868E+03        -7.88067E-03       26.1714E-03         0.                 1.2902E+09        -3.93544E+06        5.24058E+09       -7.84964E-03       26.5168E-03 
                6.74157E-03      813.027              0.               460.32E-06          71.3837E+06        36.3903E+03        71.3837E+06        71.4214E+06       112.36E-06          31.2978E+03        -8.01649E-03       26.6092E-03         0.                 1.31129E+09       -5.46432E+06        5.32755E+09       -7.98443E-03       26.9663E-03 
                6.85393E-03       84.0602             0.               172.731E-06         73.7605E+06        35.9502E+03        73.7605E+06        73.7983E+06       112.36E-06          31.286E+03         -8.14202E-03       27.0467E-03         0.                 1.33298E+09       -2.96811E+06        5.41681E+09       -8.10895E-03       27.4157E-03 
                6.96629E-03     -678.573              0.                 1.49656E-03       76.1756E+06        36.2434E+03        76.1756E+06        76.2141E+06       112.36E-06          31.3023E+03        -8.26648E-03       27.484E-03          0.                 1.35465E+09      -82.832E+03          5.50625E+09       -8.2324E-03        27.8652E-03 
                7.07865E-03     -471.527              0.                -2.64772E-03       78.6288E+06        36.8324E+03        78.6288E+06        78.6684E+06       112.36E-06          31.3046E+03        -8.3996E-03        27.9211E-03         0.                 1.37572E+09     -622.352E+03          5.59369E+09       -8.36443E-03       28.3146E-03 
                7.19101E-03      336.826              0.                 1.15156E-03       81.1202E+06        36.9023E+03        81.1202E+06        81.1602E+06       112.36E-06          31.2904E+03        -8.53872E-03       28.3581E-03         0.                 1.39644E+09       -3.53918E+06        5.67973E+09       -8.50241E-03       28.764E-03  
                7.30337E-03      629.232              0.               230.466E-06         83.6497E+06        36.4006E+03        83.6497E+06        83.6896E+06       112.36E-06          31.3018E+03        -8.67359E-03       28.7949E-03         0.                 1.41747E+09       -4.76749E+06        5.76674E+09       -8.63613E-03       29.2135E-03 
