1.72237e-06 1.28863e-05  6.17121e-16 0.00000e+00 
2.23633e-03 5.43912e+06  -5.43912e+06 0.00000e+00 
2.23804e-03 5.45575e+06  -5.45575e+06 0.00000e+00 
2.23976e-03 5.47242e+06  -5.47242e+06 0.00000e+00 
2.24147e-03 5.48913e+06  -5.48913e+06 0.00000e+00 
2.24319e-03 5.50588e+06  -5.50587e+06 0.00000e+00 
2.24490e-03 5.52266e+06  -5.52266e+06 0.00000e+00 
2.24662e-03 5.53948e+06  -5.53948e+06 0.00000e+00 
2.24833e-03 5.55634e+06  -5.55634e+06 0.00000e+00 
2.25005e-03 5.57324e+06  -5.57324e+06 0.00000e+00 
2.25176e-03 5.59018e+06  -5.59017e+06 0.00000e+00 
2.25348e-03 5.60715e+06  -5.60715e+06 0.00000e+00 
2.25520e-03 5.62416e+06  -5.62416e+06 0.00000e+00 
2.25691e-03 5.64122e+06  -5.64121e+06 0.00000e+00 
2.25863e-03 5.65831e+06  -5.65830e+06 0.00000e+00 
2.26034e-03 5.67544e+06  -5.67543e+06 0.00000e+00 
2.26206e-03 5.69260e+06  -5.69260e+06 0.00000e+00 
2.26377e-03 5.70981e+06  -5.70981e+06 0.00000e+00 
2.26549e-03 5.72706e+06  -5.72705e+06 0.00000e+00 
2.26720e-03 5.74434e+06  -5.74434e+06 0.00000e+00 
2.26892e-03 5.76166e+06  -5.76166e+06 0.00000e+00 
2.27063e-03 5.77903e+06  -5.77902e+06 0.00000e+00 
2.27235e-03 5.79643e+06  -5.79642e+06 0.00000e+00 
2.27406e-03 5.81387e+06  -5.81386e+06 0.00000e+00 
2.27578e-03 5.83135e+06  -5.83134e+06 0.00000e+00 
2.27750e-03 5.84887e+06  -5.84886e+06 0.00000e+00 
2.27921e-03 5.86642e+06  -5.86642e+06 0.00000e+00 
2.28093e-03 5.88402e+06  -5.88402e+06 0.00000e+00 
2.28264e-03 5.90166e+06  -5.90165e+06 0.00000e+00 
2.28436e-03 5.91933e+06  -5.91933e+06 0.00000e+00 
2.28607e-03 5.93705e+06  -5.93705e+06 0.00000e+00 
2.28779e-03 5.95480e+06  -5.95480e+06 0.00000e+00 
2.28950e-03 5.97260e+06  -5.97260e+06 0.00000e+00 
2.29122e-03 5.99043e+06  -5.99043e+06 0.00000e+00 
2.29293e-03 6.00831e+06  -6.00830e+06 0.00000e+00 
2.29465e-03 6.02622e+06  -6.02622e+06 0.00000e+00 
2.29636e-03 6.04418e+06  -6.04417e+06 0.00000e+00 
2.29808e-03 6.06217e+06  -6.06217e+06 0.00000e+00 
2.29979e-03 6.08020e+06  -6.08020e+06 0.00000e+00 
2.30151e-03 6.09828e+06  -6.09827e+06 0.00000e+00 
2.30323e-03 6.11639e+06  -6.11639e+06 0.00000e+00 
2.30494e-03 6.13454e+06  -6.13454e+06 0.00000e+00 
2.30666e-03 6.15274e+06  -6.15274e+06 0.00000e+00 
2.30837e-03 6.17097e+06  -6.17097e+06 0.00000e+00 
2.31009e-03 6.18925e+06  -6.18924e+06 0.00000e+00 
2.31180e-03 6.20756e+06  -6.20756e+06 0.00000e+00 
2.31352e-03 6.22592e+06  -6.22592e+06 0.00000e+00 
2.31523e-03 6.24431e+06  -6.24431e+06 0.00000e+00 
2.31695e-03 6.26275e+06  -6.26275e+06 0.00000e+00 
2.31866e-03 6.28123e+06  -6.28123e+06 0.00000e+00 
2.32038e-03 6.29975e+06  -6.29974e+06 0.00000e+00 
2.32209e-03 6.31831e+06  -6.31830e+06 0.00000e+00 
2.32381e-03 6.33690e+06  -6.33690e+06 0.00000e+00 
2.32552e-03 6.35554e+06  -6.35554e+06 0.00000e+00 
2.32724e-03 6.37423e+06  -6.37422e+06 0.00000e+00 
2.32895e-03 6.39295e+06  -6.39294e+06 0.00000e+00 
2.33067e-03 6.41171e+06  -6.41171e+06 0.00000e+00 
2.33238e-03 6.43052e+06  -6.43051e+06 0.00000e+00 
2.33410e-03 6.44936e+06  -6.44936e+06 0.00000e+00 
2.33582e-03 6.46825e+06  -6.46824e+06 0.00000e+00 
2.33753e-03 6.48717e+06  -6.48717e+06 0.00000e+00 
2.33925e-03 6.50614e+06  -6.50614e+06 0.00000e+00 
2.34096e-03 6.52515e+06  -6.52515e+06 0.00000e+00 
2.34268e-03 6.54421e+06  -6.54420e+06 0.00000e+00 
2.34439e-03 6.56330e+06  -6.56330e+06 0.00000e+00 
2.34611e-03 6.58243e+06  -6.58243e+06 0.00000e+00 
2.34782e-03 6.60161e+06  -6.60161e+06 0.00000e+00 
2.34954e-03 6.62083e+06  -6.62083e+06 0.00000e+00 
2.35125e-03 6.64009e+06  -6.64009e+06 0.00000e+00 
2.35297e-03 6.65939e+06  -6.65939e+06 0.00000e+00 
2.35468e-03 6.67874e+06  -6.67873e+06 0.00000e+00 
2.35640e-03 6.69812e+06  -6.69812e+06 0.00000e+00 
2.35811e-03 6.71755e+06  -6.71754e+06 0.00000e+00 
2.35983e-03 6.73702e+06  -6.73701e+06 0.00000e+00 
2.36154e-03 6.75653e+06  -6.75653e+06 0.00000e+00 
2.36326e-03 6.77608e+06  -6.77608e+06 0.00000e+00 
2.36497e-03 6.79568e+06  -6.79568e+06 0.00000e+00 
2.36669e-03 6.81532e+06  -6.81531e+06 0.00000e+00 
2.36840e-03 6.83500e+06  -6.83499e+06 0.00000e+00 
2.37012e-03 6.85472e+06  -6.85472e+06 0.00000e+00 
2.37183e-03 6.87449e+06  -6.87448e+06 0.00000e+00 
2.37355e-03 6.89429e+06  -6.89429e+06 0.00000e+00 
2.37526e-03 6.91415e+06  -6.91414e+06 0.00000e+00 
2.37698e-03 6.93404e+06  -6.93404e+06 0.00000e+00 
2.37869e-03 6.95397e+06  -6.95397e+06 0.00000e+00 
2.38041e-03 6.97395e+06  -6.97395e+06 0.00000e+00 
2.38212e-03 6.99397e+06  -6.99397e+06 0.00000e+00 
2.38384e-03 7.01404e+06  -7.01404e+06 0.00000e+00 
2.38555e-03 7.03415e+06  -7.03414e+06 0.00000e+00 
2.38727e-03 7.05430e+06  -7.05429e+06 0.00000e+00 
2.38898e-03 7.07449e+06  -7.07449e+06 0.00000e+00 
2.39070e-03 7.09473e+06  -7.09472e+06 0.00000e+00 
2.39241e-03 7.11501e+06  -7.11500e+06 0.00000e+00 
2.39413e-03 7.13533e+06  -7.13533e+06 0.00000e+00 
2.39584e-03 7.15570e+06  -7.15569e+06 0.00000e+00 
2.39756e-03 7.17610e+06  -7.17610e+06 0.00000e+00 
2.39927e-03 7.19656e+06  -7.19655e+06 0.00000e+00 
2.40099e-03 7.21705e+06  -7.21705e+06 0.00000e+00 
2.40270e-03 7.23759e+06  -7.23759e+06 0.00000e+00 
2.40442e-03 7.25818e+06  -7.25817e+06 0.00000e+00 
2.40613e-03 7.27881e+06  -7.27880e+06 0.00000e+00 
2.40785e-03 7.29948e+06  -7.29947e+06 0.00000e+00 
2.40956e-03 7.32019e+06  -7.32019e+06 0.00000e+00 
2.41128e-03 7.34095e+06  -7.34095e+06 0.00000e+00 
2.41299e-03 7.36175e+06  -7.36175e+06 0.00000e+00 
2.41471e-03 7.38260e+06  -7.38260e+06 0.00000e+00 
2.41642e-03 7.40349e+06  -7.40349e+06 0.00000e+00 
2.41814e-03 7.42442e+06  -7.42442e+06 0.00000e+00 
2.41985e-03 7.44540e+06  -7.44540e+06 0.00000e+00 
2.42157e-03 7.46643e+06  -7.46642e+06 0.00000e+00 
2.42328e-03 7.48749e+06  -7.48749e+06 0.00000e+00 
2.42500e-03 7.50860e+06  -7.50860e+06 0.00000e+00 
2.42671e-03 7.52976e+06  -7.52976e+06 0.00000e+00 
2.42843e-03 7.55096e+06  -7.55096e+06 0.00000e+00 
2.43014e-03 7.57221e+06  -7.57220e+06 0.00000e+00 
2.43186e-03 7.59350e+06  -7.59349e+06 0.00000e+00 
2.43357e-03 7.61483e+06  -7.61483e+06 0.00000e+00 
2.43529e-03 7.63621e+06  -7.63621e+06 0.00000e+00 
2.43700e-03 7.65763e+06  -7.65763e+06 0.00000e+00 
2.43872e-03 7.67910e+06  -7.67910e+06 0.00000e+00 
2.44043e-03 7.70061e+06  -7.70061e+06 0.00000e+00 
2.44215e-03 7.72217e+06  -7.72217e+06 0.00000e+00 
2.44386e-03 7.74378e+06  -7.74377e+06 0.00000e+00 
2.44558e-03 7.76543e+06  -7.76542e+06 0.00000e+00 
2.44729e-03 7.78712e+06  -7.78712e+06 0.00000e+00 
2.44901e-03 7.80886e+06  -7.80885e+06 0.00000e+00 
2.45072e-03 7.83064e+06  -7.83064e+06 0.00000e+00 
2.45244e-03 7.85247e+06  -7.85247e+06 0.00000e+00 
2.45415e-03 7.87435e+06  -7.87434e+06 0.00000e+00 
2.45587e-03 7.89627e+06  -7.89626e+06 0.00000e+00 
2.45758e-03 7.91823e+06  -7.91823e+06 0.00000e+00 
2.45930e-03 7.94024e+06  -7.94024e+06 0.00000e+00 
2.46101e-03 7.96230e+06  -7.96230e+06 0.00000e+00 
2.46273e-03 7.98440e+06  -7.98440e+06 0.00000e+00 
2.46444e-03 8.00655e+06  -8.00655e+06 0.00000e+00 
2.46615e-03 8.02875e+06  -8.02874e+06 0.00000e+00 
2.46787e-03 8.05099e+06  -8.05098e+06 0.00000e+00 
2.46958e-03 8.07327e+06  -8.07327e+06 0.00000e+00 
2.47130e-03 8.09560e+06  -8.09560e+06 0.00000e+00 
2.47301e-03 8.11798e+06  -8.11798e+06 0.00000e+00 
2.47473e-03 8.14041e+06  -8.14040e+06 0.00000e+00 
2.47644e-03 8.16288e+06  -8.16287e+06 0.00000e+00 
2.47816e-03 8.18539e+06  -8.18539e+06 0.00000e+00 
2.47987e-03 8.20796e+06  -8.20795e+06 0.00000e+00 
2.48159e-03 8.23057e+06  -8.23056e+06 0.00000e+00 
2.48330e-03 8.25322e+06  -8.25322e+06 0.00000e+00 
2.48502e-03 8.27593e+06  -8.27592e+06 0.00000e+00 
2.48673e-03 8.29867e+06  -8.29867e+06 0.00000e+00 
2.48845e-03 8.32147e+06  -8.32147e+06 0.00000e+00 
2.49016e-03 8.34431e+06  -8.34431e+06 0.00000e+00 
2.49188e-03 8.36720e+06  -8.36720e+06 0.00000e+00 
2.49359e-03 8.39014e+06  -8.39013e+06 0.00000e+00 
2.49531e-03 8.41312e+06  -8.41312e+06 0.00000e+00 
2.49702e-03 8.43615e+06  -8.43615e+06 0.00000e+00 
2.49874e-03 8.45923e+06  -8.45922e+06 0.00000e+00 
2.50045e-03 8.48235e+06  -8.48235e+06 0.00000e+00 
2.50216e-03 8.50552e+06  -8.50552e+06 0.00000e+00 
2.50388e-03 8.52874e+06  -8.52874e+06 0.00000e+00 
2.50559e-03 8.55201e+06  -8.55200e+06 0.00000e+00 
2.50731e-03 8.57532e+06  -8.57532e+06 0.00000e+00 
2.50902e-03 8.59868e+06  -8.59868e+06 0.00000e+00 
2.51074e-03 8.62209e+06  -8.62208e+06 0.00000e+00 
2.51245e-03 8.64554e+06  -8.64554e+06 0.00000e+00 
2.51417e-03 8.66905e+06  -8.66904e+06 0.00000e+00 
2.51588e-03 8.69260e+06  -8.69259e+06 0.00000e+00 
2.51760e-03 8.71619e+06  -8.71619e+06 0.00000e+00 
2.51931e-03 8.73984e+06  -8.73984e+06 0.00000e+00 
2.52103e-03 8.76353e+06  -8.76353e+06 0.00000e+00 
2.52274e-03 8.78728e+06  -8.78727e+06 0.00000e+00 
2.52446e-03 8.81107e+06  -8.81106e+06 0.00000e+00 
2.52617e-03 8.83490e+06  -8.83490e+06 0.00000e+00 
2.52788e-03 8.85879e+06  -8.85878e+06 0.00000e+00 
2.52960e-03 8.88272e+06  -8.88272e+06 0.00000e+00 
2.53131e-03 8.90670e+06  -8.90670e+06 0.00000e+00 
2.53303e-03 8.93074e+06  -8.93073e+06 0.00000e+00 
2.53474e-03 8.95481e+06  -8.95481e+06 0.00000e+00 
2.53646e-03 8.97894e+06  -8.97894e+06 0.00000e+00 
2.53817e-03 9.00312e+06  -9.00311e+06 0.00000e+00 
2.53989e-03 9.02734e+06  -9.02734e+06 0.00000e+00 
2.54160e-03 9.05161e+06  -9.05161e+06 0.00000e+00 
2.54332e-03 9.07594e+06  -9.07593e+06 0.00000e+00 
2.54503e-03 9.10031e+06  -9.10030e+06 0.00000e+00 
2.54674e-03 9.12473e+06  -9.12472e+06 0.00000e+00 
2.54846e-03 9.14919e+06  -9.14919e+06 0.00000e+00 
2.55017e-03 9.17371e+06  -9.17371e+06 0.00000e+00 
2.55189e-03 9.19828e+06  -9.19827e+06 0.00000e+00 
2.55360e-03 9.22289e+06  -9.22289e+06 0.00000e+00 
2.55532e-03 9.24755e+06  -9.24755e+06 0.00000e+00 
2.55703e-03 9.27227e+06  -9.27226e+06 0.00000e+00 
2.55875e-03 9.29703e+06  -9.29703e+06 0.00000e+00 
2.56046e-03 9.32184e+06  -9.32184e+06 0.00000e+00 
2.56218e-03 9.34670e+06  -9.34670e+06 0.00000e+00 
2.56389e-03 9.37161e+06  -9.37161e+06 0.00000e+00 
2.56560e-03 9.39657e+06  -9.39657e+06 0.00000e+00 
2.56732e-03 9.42158e+06  -9.42158e+06 0.00000e+00 
2.56903e-03 9.44664e+06  -9.44664e+06 0.00000e+00 
2.57075e-03 9.47175e+06  -9.47175e+06 0.00000e+00 
2.57246e-03 9.49691e+06  -9.49691e+06 0.00000e+00 
2.57418e-03 9.52212e+06  -9.52212e+06 0.00000e+00 
2.57589e-03 9.54738e+06  -9.54737e+06 0.00000e+00 
2.57761e-03 9.57269e+06  -9.57268e+06 0.00000e+00 
2.57932e-03 9.59805e+06  -9.59804e+06 0.00000e+00 
2.58103e-03 9.62345e+06  -9.62345e+06 0.00000e+00 
2.58275e-03 9.64891e+06  -9.64891e+06 0.00000e+00 
2.58446e-03 9.67442e+06  -9.67442e+06 0.00000e+00 
2.58618e-03 9.69998e+06  -9.69998e+06 0.00000e+00 
2.58789e-03 9.72559e+06  -9.72559e+06 0.00000e+00 
2.58961e-03 9.75125e+06  -9.75125e+06 0.00000e+00 
2.59132e-03 9.77696e+06  -9.77696e+06 0.00000e+00 
2.59304e-03 9.80272e+06  -9.80272e+06 0.00000e+00 
2.59475e-03 9.82853e+06  -9.82853e+06 0.00000e+00 
2.59646e-03 9.85440e+06  -9.85439e+06 0.00000e+00 
2.59818e-03 9.88031e+06  -9.88031e+06 0.00000e+00 
2.59989e-03 9.90627e+06  -9.90627e+06 0.00000e+00 
2.60161e-03 9.93229e+06  -9.93228e+06 0.00000e+00 
2.60332e-03 9.95835e+06  -9.95835e+06 0.00000e+00 
2.60504e-03 9.98447e+06  -9.98447e+06 0.00000e+00 
2.60675e-03 1.00106e+07  -1.00106e+07 0.00000e+00 
2.60847e-03 1.00369e+07  -1.00369e+07 0.00000e+00 
2.61018e-03 1.00631e+07  -1.00631e+07 0.00000e+00 
2.61189e-03 1.00895e+07  -1.00894e+07 0.00000e+00 
2.61361e-03 1.01158e+07  -1.01158e+07 0.00000e+00 
2.61532e-03 1.01422e+07  -1.01422e+07 0.00000e+00 
2.61704e-03 1.01687e+07  -1.01687e+07 0.00000e+00 
2.61875e-03 1.01953e+07  -1.01952e+07 0.00000e+00 
2.62047e-03 1.02218e+07  -1.02218e+07 0.00000e+00 
2.62218e-03 1.02485e+07  -1.02485e+07 0.00000e+00 
2.62389e-03 1.02751e+07  -1.02751e+07 0.00000e+00 
2.62561e-03 1.03019e+07  -1.03019e+07 0.00000e+00 
2.62732e-03 1.03287e+07  -1.03287e+07 0.00000e+00 
2.62904e-03 1.03555e+07  -1.03555e+07 0.00000e+00 
2.63075e-03 1.03824e+07  -1.03824e+07 0.00000e+00 
2.63247e-03 1.04093e+07  -1.04093e+07 0.00000e+00 
2.63418e-03 1.04363e+07  -1.04363e+07 0.00000e+00 
2.63589e-03 1.04634e+07  -1.04634e+07 0.00000e+00 
2.63761e-03 1.04905e+07  -1.04905e+07 0.00000e+00 
2.63932e-03 1.05176e+07  -1.05176e+07 0.00000e+00 
2.64104e-03 1.05448e+07  -1.05448e+07 0.00000e+00 
2.64275e-03 1.05721e+07  -1.05721e+07 0.00000e+00 
2.64447e-03 1.05994e+07  -1.05994e+07 0.00000e+00 
2.64618e-03 1.06267e+07  -1.06267e+07 0.00000e+00 
2.64789e-03 1.06542e+07  -1.06542e+07 0.00000e+00 
2.64961e-03 1.06816e+07  -1.06816e+07 0.00000e+00 
2.65132e-03 1.07091e+07  -1.07091e+07 0.00000e+00 
2.65304e-03 1.07367e+07  -1.07367e+07 0.00000e+00 
2.65475e-03 1.07643e+07  -1.07643e+07 0.00000e+00 
2.65647e-03 1.07920e+07  -1.07920e+07 0.00000e+00 
2.65818e-03 1.08198e+07  -1.08197e+07 0.00000e+00 
2.65989e-03 1.08475e+07  -1.08475e+07 0.00000e+00 
2.66161e-03 1.08754e+07  -1.08754e+07 0.00000e+00 
2.66332e-03 1.09033e+07  -1.09033e+07 0.00000e+00 
2.66504e-03 1.09312e+07  -1.09312e+07 0.00000e+00 
2.66675e-03 1.09592e+07  -1.09592e+07 0.00000e+00 
2.66846e-03 1.09873e+07  -1.09873e+07 0.00000e+00 
2.67018e-03 1.10154e+07  -1.10154e+07 0.00000e+00 
2.67189e-03 1.10435e+07  -1.10435e+07 0.00000e+00 
2.67361e-03 1.10717e+07  -1.10717e+07 0.00000e+00 
2.67532e-03 1.11000e+07  -1.11000e+07 0.00000e+00 
2.67704e-03 1.11283e+07  -1.11283e+07 0.00000e+00 
2.67875e-03 1.11567e+07  -1.11567e+07 0.00000e+00 
2.68046e-03 1.11851e+07  -1.11851e+07 0.00000e+00 
2.68218e-03 1.12136e+07  -1.12136e+07 0.00000e+00 
2.68389e-03 1.12421e+07  -1.12421e+07 0.00000e+00 
2.68561e-03 1.12707e+07  -1.12707e+07 0.00000e+00 
2.68732e-03 1.12994e+07  -1.12994e+07 0.00000e+00 
2.68903e-03 1.13281e+07  -1.13281e+07 0.00000e+00 
2.69075e-03 1.13568e+07  -1.13568e+07 0.00000e+00 
2.69246e-03 1.13856e+07  -1.13856e+07 0.00000e+00 
2.69418e-03 1.14145e+07  -1.14145e+07 0.00000e+00 
2.69589e-03 1.14434e+07  -1.14434e+07 0.00000e+00 
2.69760e-03 1.14724e+07  -1.14724e+07 0.00000e+00 
2.69932e-03 1.15014e+07  -1.15014e+07 0.00000e+00 
2.70103e-03 1.15305e+07  -1.15305e+07 0.00000e+00 
2.70275e-03 1.15596e+07  -1.15596e+07 0.00000e+00 
2.70446e-03 1.15888e+07  -1.15888e+07 0.00000e+00 
2.70618e-03 1.16180e+07  -1.16180e+07 0.00000e+00 
2.70789e-03 1.16473e+07  -1.16473e+07 0.00000e+00 
2.70960e-03 1.16767e+07  -1.16767e+07 0.00000e+00 
2.71132e-03 1.17061e+07  -1.17061e+07 0.00000e+00 
2.71303e-03 1.17356e+07  -1.17356e+07 0.00000e+00 
2.71475e-03 1.17651e+07  -1.17651e+07 0.00000e+00 
2.71646e-03 1.17947e+07  -1.17946e+07 0.00000e+00 
2.71817e-03 1.18243e+07  -1.18243e+07 0.00000e+00 
2.71989e-03 1.18540e+07  -1.18540e+07 0.00000e+00 
2.72160e-03 1.18837e+07  -1.18837e+07 0.00000e+00 
2.72332e-03 1.19135e+07  -1.19135e+07 0.00000e+00 
2.72503e-03 1.19434e+07  -1.19434e+07 0.00000e+00 
2.72674e-03 1.19733e+07  -1.19733e+07 0.00000e+00 
2.72846e-03 1.20032e+07  -1.20032e+07 0.00000e+00 
2.73017e-03 1.20333e+07  -1.20332e+07 0.00000e+00 
2.73189e-03 1.20633e+07  -1.20633e+07 0.00000e+00 
2.73360e-03 1.20935e+07  -1.20935e+07 0.00000e+00 
2.73531e-03 1.21236e+07  -1.21236e+07 0.00000e+00 
2.73703e-03 1.21539e+07  -1.21539e+07 0.00000e+00 
2.73874e-03 1.21842e+07  -1.21842e+07 0.00000e+00 
2.74046e-03 1.22146e+07  -1.22145e+07 0.00000e+00 
2.74217e-03 1.22450e+07  -1.22450e+07 0.00000e+00 
2.74388e-03 1.22754e+07  -1.22754e+07 0.00000e+00 
2.74560e-03 1.23060e+07  -1.23060e+07 0.00000e+00 
2.74731e-03 1.23365e+07  -1.23365e+07 0.00000e+00 
2.74903e-03 1.23672e+07  -1.23672e+07 0.00000e+00 
2.75074e-03 1.23979e+07  -1.23979e+07 0.00000e+00 
2.75245e-03 1.24286e+07  -1.24286e+07 0.00000e+00 
2.75417e-03 1.24594e+07  -1.24594e+07 0.00000e+00 
2.75588e-03 1.24903e+07  -1.24903e+07 0.00000e+00 
2.75760e-03 1.25212e+07  -1.25212e+07 0.00000e+00 
2.75931e-03 1.25522e+07  -1.25522e+07 0.00000e+00 
2.76102e-03 1.25833e+07  -1.25833e+07 0.00000e+00 
2.76274e-03 1.26144e+07  -1.26143e+07 0.00000e+00 
2.76445e-03 1.26455e+07  -1.26455e+07 0.00000e+00 
2.76616e-03 1.26767e+07  -1.26767e+07 0.00000e+00 
2.76788e-03 1.27080e+07  -1.27080e+07 0.00000e+00 
2.76959e-03 1.27393e+07  -1.27393e+07 0.00000e+00 
2.77131e-03 1.27707e+07  -1.27707e+07 0.00000e+00 
2.77302e-03 1.28021e+07  -1.28021e+07 0.00000e+00 
2.77473e-03 1.28336e+07  -1.28336e+07 0.00000e+00 
2.77645e-03 1.28652e+07  -1.28652e+07 0.00000e+00 
2.77816e-03 1.28968e+07  -1.28968e+07 0.00000e+00 
2.77988e-03 1.29285e+07  -1.29285e+07 0.00000e+00 
2.78159e-03 1.29602e+07  -1.29602e+07 0.00000e+00 
2.78330e-03 1.29920e+07  -1.29920e+07 0.00000e+00 
2.78502e-03 1.30238e+07  -1.30238e+07 0.00000e+00 
2.78673e-03 1.30557e+07  -1.30557e+07 0.00000e+00 
2.78844e-03 1.30877e+07  -1.30877e+07 0.00000e+00 
2.79016e-03 1.31197e+07  -1.31197e+07 0.00000e+00 
2.79187e-03 1.31518e+07  -1.31518e+07 0.00000e+00 
2.79359e-03 1.31839e+07  -1.31839e+07 0.00000e+00 
2.79530e-03 1.32161e+07  -1.32161e+07 0.00000e+00 
2.79701e-03 1.32484e+07  -1.32484e+07 0.00000e+00 
2.79873e-03 1.32807e+07  -1.32807e+07 0.00000e+00 
2.80044e-03 1.33131e+07  -1.33131e+07 0.00000e+00 
2.80215e-03 1.33455e+07  -1.33455e+07 0.00000e+00 
2.80387e-03 1.33780e+07  -1.33780e+07 0.00000e+00 
2.80558e-03 1.34105e+07  -1.34105e+07 0.00000e+00 
2.80730e-03 1.34431e+07  -1.34431e+07 0.00000e+00 
2.80901e-03 1.34758e+07  -1.34758e+07 0.00000e+00 
2.81072e-03 1.35085e+07  -1.35085e+07 0.00000e+00 
2.81244e-03 1.35413e+07  -1.35413e+07 0.00000e+00 
2.81415e-03 1.35742e+07  -1.35742e+07 0.00000e+00 
2.81586e-03 1.36071e+07  -1.36071e+07 0.00000e+00 
2.81758e-03 1.36400e+07  -1.36400e+07 0.00000e+00 
2.81929e-03 1.36731e+07  -1.36731e+07 0.00000e+00 
2.82101e-03 1.37061e+07  -1.37061e+07 0.00000e+00 
2.82272e-03 1.37393e+07  -1.37393e+07 0.00000e+00 
2.82443e-03 1.37725e+07  -1.37725e+07 0.00000e+00 
2.82615e-03 1.38057e+07  -1.38057e+07 0.00000e+00 
2.82786e-03 1.38391e+07  -1.38391e+07 0.00000e+00 
2.82957e-03 1.38724e+07  -1.38724e+07 0.00000e+00 
2.83129e-03 1.39059e+07  -1.39059e+07 0.00000e+00 
2.83300e-03 1.39394e+07  -1.39394e+07 0.00000e+00 
2.83472e-03 1.39730e+07  -1.39729e+07 0.00000e+00 
2.83643e-03 1.40066e+07  -1.40066e+07 0.00000e+00 
2.83814e-03 1.40403e+07  -1.40403e+07 0.00000e+00 
2.83986e-03 1.40740e+07  -1.40740e+07 0.00000e+00 
2.84157e-03 1.41078e+07  -1.41078e+07 0.00000e+00 
2.84328e-03 1.41417e+07  -1.41417e+07 0.00000e+00 
2.84500e-03 1.41756e+07  -1.41756e+07 0.00000e+00 
2.84671e-03 1.42096e+07  -1.42096e+07 0.00000e+00 
2.84842e-03 1.42436e+07  -1.42436e+07 0.00000e+00 
2.85014e-03 1.42777e+07  -1.42777e+07 0.00000e+00 
2.85185e-03 1.43119e+07  -1.43119e+07 0.00000e+00 
2.85357e-03 1.43461e+07  -1.43461e+07 0.00000e+00 
2.85528e-03 1.43804e+07  -1.43804e+07 0.00000e+00 
2.85699e-03 1.44148e+07  -1.44148e+07 0.00000e+00 
2.85871e-03 1.44492e+07  -1.44492e+07 0.00000e+00 
2.86042e-03 1.44836e+07  -1.44836e+07 0.00000e+00 
2.86213e-03 1.45182e+07  -1.45182e+07 0.00000e+00 
2.86385e-03 1.45528e+07  -1.45528e+07 0.00000e+00 
2.86556e-03 1.45874e+07  -1.45874e+07 0.00000e+00 
2.86727e-03 1.46221e+07  -1.46221e+07 0.00000e+00 
2.86899e-03 1.46569e+07  -1.46569e+07 0.00000e+00 
2.87070e-03 1.46918e+07  -1.46918e+07 0.00000e+00 
2.87242e-03 1.47267e+07  -1.47267e+07 0.00000e+00 
2.87413e-03 1.47616e+07  -1.47616e+07 0.00000e+00 
2.87584e-03 1.47967e+07  -1.47967e+07 0.00000e+00 
2.87756e-03 1.48318e+07  -1.48317e+07 0.00000e+00 
2.87927e-03 1.48669e+07  -1.48669e+07 0.00000e+00 
2.88098e-03 1.49021e+07  -1.49021e+07 0.00000e+00 
2.88270e-03 1.49374e+07  -1.49374e+07 0.00000e+00 
2.88441e-03 1.49727e+07  -1.49727e+07 0.00000e+00 
2.88612e-03 1.50081e+07  -1.50081e+07 0.00000e+00 
2.88784e-03 1.50436e+07  -1.50436e+07 0.00000e+00 
2.88955e-03 1.50791e+07  -1.50791e+07 0.00000e+00 
2.89126e-03 1.51147e+07  -1.51147e+07 0.00000e+00 
2.89298e-03 1.51504e+07  -1.51503e+07 0.00000e+00 
2.89469e-03 1.51861e+07  -1.51861e+07 0.00000e+00 
2.89640e-03 1.52218e+07  -1.52218e+07 0.00000e+00 
2.89812e-03 1.52577e+07  -1.52577e+07 0.00000e+00 
2.89983e-03 1.52936e+07  -1.52936e+07 0.00000e+00 
2.90155e-03 1.53295e+07  -1.53295e+07 0.00000e+00 
2.90326e-03 1.53656e+07  -1.53656e+07 0.00000e+00 
2.90497e-03 1.54017e+07  -1.54017e+07 0.00000e+00 
2.90669e-03 1.54378e+07  -1.54378e+07 0.00000e+00 
2.90840e-03 1.54740e+07  -1.54740e+07 0.00000e+00 
2.91011e-03 1.55103e+07  -1.55103e+07 0.00000e+00 
2.91183e-03 1.55467e+07  -1.55466e+07 0.00000e+00 
2.91354e-03 1.55831e+07  -1.55831e+07 0.00000e+00 
2.91525e-03 1.56195e+07  -1.56195e+07 0.00000e+00 
2.91697e-03 1.56561e+07  -1.56561e+07 0.00000e+00 
2.91868e-03 1.56927e+07  -1.56927e+07 0.00000e+00 
2.92039e-03 1.57293e+07  -1.57293e+07 0.00000e+00 
2.92211e-03 1.57660e+07  -1.57660e+07 0.00000e+00 
2.92382e-03 1.58028e+07  -1.58028e+07 0.00000e+00 
2.92553e-03 1.58397e+07  -1.58397e+07 0.00000e+00 
2.92725e-03 1.58766e+07  -1.58766e+07 0.00000e+00 
2.92896e-03 1.59136e+07  -1.59136e+07 0.00000e+00 
2.93067e-03 1.59506e+07  -1.59506e+07 0.00000e+00 
2.93239e-03 1.59877e+07  -1.59877e+07 0.00000e+00 
2.93410e-03 1.60249e+07  -1.60249e+07 0.00000e+00 
2.93581e-03 1.60621e+07  -1.60621e+07 0.00000e+00 
2.93753e-03 1.60995e+07  -1.60994e+07 0.00000e+00 
