1.72237e-06 1.28863e-05  6.17121e-16 0.00000e+00 
8.13091e-03 9.06286e+08  -9.06286e+08 0.00000e+00 
8.13261e-03 9.07031e+08  -9.07031e+08 0.00000e+00 
8.13431e-03 9.07776e+08  -9.07776e+08 0.00000e+00 
8.13601e-03 9.08522e+08  -9.08522e+08 0.00000e+00 
8.13771e-03 9.09268e+08  -9.09268e+08 0.00000e+00 
8.13940e-03 9.10015e+08  -9.10015e+08 0.00000e+00 
8.14110e-03 9.10762e+08  -9.10762e+08 0.00000e+00 
8.14280e-03 9.11510e+08  -9.11510e+08 0.00000e+00 
8.14450e-03 9.12258e+08  -9.12258e+08 0.00000e+00 
8.14619e-03 9.13007e+08  -9.13007e+08 0.00000e+00 
8.14789e-03 9.13756e+08  -9.13756e+08 0.00000e+00 
8.14959e-03 9.14506e+08  -9.14506e+08 0.00000e+00 
8.15129e-03 9.15256e+08  -9.15256e+08 0.00000e+00 
8.15299e-03 9.16006e+08  -9.16006e+08 0.00000e+00 
8.15468e-03 9.16757e+08  -9.16757e+08 0.00000e+00 
8.15638e-03 9.17508e+08  -9.17508e+08 0.00000e+00 
8.15808e-03 9.18260e+08  -9.18260e+08 0.00000e+00 
8.15978e-03 9.19012e+08  -9.19012e+08 0.00000e+00 
8.16147e-03 9.19765e+08  -9.19765e+08 0.00000e+00 
8.16317e-03 9.20518e+08  -9.20518e+08 0.00000e+00 
8.16487e-03 9.21272e+08  -9.21272e+08 0.00000e+00 
8.16657e-03 9.22026e+08  -9.22026e+08 0.00000e+00 
8.16827e-03 9.22781e+08  -9.22781e+08 0.00000e+00 
8.16996e-03 9.23536e+08  -9.23536e+08 0.00000e+00 
8.17166e-03 9.24291e+08  -9.24291e+08 0.00000e+00 
8.17336e-03 9.25047e+08  -9.25047e+08 0.00000e+00 
8.17506e-03 9.25803e+08  -9.25803e+08 0.00000e+00 
8.17675e-03 9.26560e+08  -9.26560e+08 0.00000e+00 
8.17845e-03 9.27318e+08  -9.27317e+08 0.00000e+00 
8.18015e-03 9.28075e+08  -9.28075e+08 0.00000e+00 
8.18185e-03 9.28833e+08  -9.28833e+08 0.00000e+00 
8.18354e-03 9.29592e+08  -9.29592e+08 0.00000e+00 
8.18524e-03 9.30351e+08  -9.30351e+08 0.00000e+00 
8.18694e-03 9.31111e+08  -9.31111e+08 0.00000e+00 
8.18864e-03 9.31871e+08  -9.31871e+08 0.00000e+00 
8.19034e-03 9.32631e+08  -9.32631e+08 0.00000e+00 
8.19203e-03 9.33392e+08  -9.33392e+08 0.00000e+00 
8.19373e-03 9.34154e+08  -9.34154e+08 0.00000e+00 
8.19543e-03 9.34916e+08  -9.34915e+08 0.00000e+00 
8.19713e-03 9.35678e+08  -9.35678e+08 0.00000e+00 
8.19882e-03 9.36441e+08  -9.36441e+08 0.00000e+00 
8.20052e-03 9.37204e+08  -9.37204e+08 0.00000e+00 
8.20222e-03 9.37968e+08  -9.37968e+08 0.00000e+00 
8.20392e-03 9.38732e+08  -9.38732e+08 0.00000e+00 
8.20561e-03 9.39496e+08  -9.39496e+08 0.00000e+00 
8.20731e-03 9.40261e+08  -9.40261e+08 0.00000e+00 
8.20901e-03 9.41027e+08  -9.41027e+08 0.00000e+00 
8.21071e-03 9.41793e+08  -9.41793e+08 0.00000e+00 
8.21240e-03 9.42559e+08  -9.42559e+08 0.00000e+00 
8.21410e-03 9.43326e+08  -9.43326e+08 0.00000e+00 
8.21580e-03 9.44094e+08  -9.44094e+08 0.00000e+00 
8.21750e-03 9.44862e+08  -9.44862e+08 0.00000e+00 
8.21919e-03 9.45630e+08  -9.45630e+08 0.00000e+00 
8.22089e-03 9.46399e+08  -9.46399e+08 0.00000e+00 
8.22259e-03 9.47168e+08  -9.47168e+08 0.00000e+00 
8.22429e-03 9.47938e+08  -9.47937e+08 0.00000e+00 
8.22599e-03 9.48708e+08  -9.48708e+08 0.00000e+00 
8.22768e-03 9.49478e+08  -9.49478e+08 0.00000e+00 
8.22938e-03 9.50249e+08  -9.50249e+08 0.00000e+00 
8.23108e-03 9.51021e+08  -9.51021e+08 0.00000e+00 
8.23278e-03 9.51793e+08  -9.51793e+08 0.00000e+00 
8.23447e-03 9.52565e+08  -9.52565e+08 0.00000e+00 
8.23617e-03 9.53338e+08  -9.53338e+08 0.00000e+00 
8.23787e-03 9.54112e+08  -9.54112e+08 0.00000e+00 
8.23957e-03 9.54885e+08  -9.54885e+08 0.00000e+00 
8.24126e-03 9.55660e+08  -9.55660e+08 0.00000e+00 
8.24296e-03 9.56435e+08  -9.56434e+08 0.00000e+00 
8.24466e-03 9.57210e+08  -9.57210e+08 0.00000e+00 
8.24636e-03 9.57985e+08  -9.57985e+08 0.00000e+00 
8.24805e-03 9.58762e+08  -9.58762e+08 0.00000e+00 
8.24975e-03 9.59538e+08  -9.59538e+08 0.00000e+00 
8.25145e-03 9.60315e+08  -9.60315e+08 0.00000e+00 
8.25315e-03 9.61093e+08  -9.61093e+08 0.00000e+00 
8.25484e-03 9.61871e+08  -9.61871e+08 0.00000e+00 
8.25654e-03 9.62649e+08  -9.62649e+08 0.00000e+00 
8.25824e-03 9.63428e+08  -9.63428e+08 0.00000e+00 
8.25994e-03 9.64208e+08  -9.64208e+08 0.00000e+00 
8.26163e-03 9.64988e+08  -9.64988e+08 0.00000e+00 
8.26333e-03 9.65768e+08  -9.65768e+08 0.00000e+00 
8.26503e-03 9.66549e+08  -9.66549e+08 0.00000e+00 
8.26673e-03 9.67330e+08  -9.67330e+08 0.00000e+00 
8.26842e-03 9.68112e+08  -9.68112e+08 0.00000e+00 
8.27012e-03 9.68894e+08  -9.68894e+08 0.00000e+00 
8.27182e-03 9.69677e+08  -9.69677e+08 0.00000e+00 
8.27351e-03 9.70460e+08  -9.70460e+08 0.00000e+00 
8.27521e-03 9.71243e+08  -9.71243e+08 0.00000e+00 
8.27691e-03 9.72028e+08  -9.72028e+08 0.00000e+00 
8.27861e-03 9.72812e+08  -9.72812e+08 0.00000e+00 
8.28030e-03 9.73597e+08  -9.73597e+08 0.00000e+00 
8.28200e-03 9.74383e+08  -9.74383e+08 0.00000e+00 
8.28370e-03 9.75169e+08  -9.75168e+08 0.00000e+00 
8.28540e-03 9.75955e+08  -9.75955e+08 0.00000e+00 
8.28709e-03 9.76742e+08  -9.76742e+08 0.00000e+00 
8.28879e-03 9.77529e+08  -9.77529e+08 0.00000e+00 
8.29049e-03 9.78317e+08  -9.78317e+08 0.00000e+00 
8.29219e-03 9.79105e+08  -9.79105e+08 0.00000e+00 
8.29388e-03 9.79894e+08  -9.79894e+08 0.00000e+00 
8.29558e-03 9.80683e+08  -9.80683e+08 0.00000e+00 
8.29728e-03 9.81473e+08  -9.81473e+08 0.00000e+00 
8.29898e-03 9.82263e+08  -9.82263e+08 0.00000e+00 
8.30067e-03 9.83054e+08  -9.83054e+08 0.00000e+00 
8.30237e-03 9.83845e+08  -9.83845e+08 0.00000e+00 
8.30407e-03 9.84636e+08  -9.84636e+08 0.00000e+00 
8.30577e-03 9.85428e+08  -9.85428e+08 0.00000e+00 
8.30746e-03 9.86221e+08  -9.86221e+08 0.00000e+00 
8.30916e-03 9.87014e+08  -9.87014e+08 0.00000e+00 
8.31086e-03 9.87807e+08  -9.87807e+08 0.00000e+00 
8.31255e-03 9.88601e+08  -9.88601e+08 0.00000e+00 
8.31425e-03 9.89396e+08  -9.89396e+08 0.00000e+00 
8.31595e-03 9.90191e+08  -9.90191e+08 0.00000e+00 
8.31765e-03 9.90986e+08  -9.90986e+08 0.00000e+00 
8.31934e-03 9.91782e+08  -9.91782e+08 0.00000e+00 
8.32104e-03 9.92578e+08  -9.92578e+08 0.00000e+00 
8.32274e-03 9.93375e+08  -9.93375e+08 0.00000e+00 
8.32444e-03 9.94172e+08  -9.94172e+08 0.00000e+00 
8.32613e-03 9.94970e+08  -9.94970e+08 0.00000e+00 
8.32783e-03 9.95768e+08  -9.95768e+08 0.00000e+00 
8.32953e-03 9.96567e+08  -9.96566e+08 0.00000e+00 
8.33122e-03 9.97366e+08  -9.97366e+08 0.00000e+00 
8.33292e-03 9.98165e+08  -9.98165e+08 0.00000e+00 
8.33462e-03 9.98965e+08  -9.98965e+08 0.00000e+00 
8.33632e-03 9.99766e+08  -9.99766e+08 0.00000e+00 
8.33801e-03 1.00057e+09  -1.00057e+09 0.00000e+00 
8.33971e-03 1.00137e+09  -1.00137e+09 0.00000e+00 
8.34141e-03 1.00217e+09  -1.00217e+09 0.00000e+00 
8.34311e-03 1.00297e+09  -1.00297e+09 0.00000e+00 
8.34480e-03 1.00378e+09  -1.00378e+09 0.00000e+00 
8.34650e-03 1.00458e+09  -1.00458e+09 0.00000e+00 
8.34820e-03 1.00538e+09  -1.00538e+09 0.00000e+00 
8.34989e-03 1.00619e+09  -1.00619e+09 0.00000e+00 
8.35159e-03 1.00699e+09  -1.00699e+09 0.00000e+00 
8.35329e-03 1.00780e+09  -1.00780e+09 0.00000e+00 
8.35499e-03 1.00860e+09  -1.00860e+09 0.00000e+00 
8.35668e-03 1.00941e+09  -1.00941e+09 0.00000e+00 
8.35838e-03 1.01022e+09  -1.01022e+09 0.00000e+00 
8.36008e-03 1.01102e+09  -1.01102e+09 0.00000e+00 
8.36177e-03 1.01183e+09  -1.01183e+09 0.00000e+00 
8.36347e-03 1.01264e+09  -1.01264e+09 0.00000e+00 
8.36517e-03 1.01345e+09  -1.01345e+09 0.00000e+00 
8.36687e-03 1.01426e+09  -1.01426e+09 0.00000e+00 
8.36856e-03 1.01507e+09  -1.01507e+09 0.00000e+00 
8.37026e-03 1.01588e+09  -1.01588e+09 0.00000e+00 
8.37196e-03 1.01669e+09  -1.01669e+09 0.00000e+00 
8.37365e-03 1.01750e+09  -1.01750e+09 0.00000e+00 
8.37535e-03 1.01831e+09  -1.01831e+09 0.00000e+00 
8.37705e-03 1.01912e+09  -1.01912e+09 0.00000e+00 
8.37875e-03 1.01993e+09  -1.01993e+09 0.00000e+00 
8.38044e-03 1.02075e+09  -1.02075e+09 0.00000e+00 
8.38214e-03 1.02156e+09  -1.02156e+09 0.00000e+00 
8.38384e-03 1.02237e+09  -1.02237e+09 0.00000e+00 
8.38553e-03 1.02319e+09  -1.02319e+09 0.00000e+00 
8.38723e-03 1.02400e+09  -1.02400e+09 0.00000e+00 
8.38893e-03 1.02482e+09  -1.02482e+09 0.00000e+00 
8.39063e-03 1.02563e+09  -1.02563e+09 0.00000e+00 
8.39232e-03 1.02645e+09  -1.02645e+09 0.00000e+00 
8.39402e-03 1.02727e+09  -1.02727e+09 0.00000e+00 
8.39572e-03 1.02808e+09  -1.02808e+09 0.00000e+00 
8.39741e-03 1.02890e+09  -1.02890e+09 0.00000e+00 
8.39911e-03 1.02972e+09  -1.02972e+09 0.00000e+00 
8.40081e-03 1.03054e+09  -1.03054e+09 0.00000e+00 
8.40250e-03 1.03136e+09  -1.03136e+09 0.00000e+00 
8.40420e-03 1.03218e+09  -1.03218e+09 0.00000e+00 
8.40590e-03 1.03300e+09  -1.03300e+09 0.00000e+00 
8.40760e-03 1.03382e+09  -1.03382e+09 0.00000e+00 
8.40929e-03 1.03464e+09  -1.03464e+09 0.00000e+00 
8.41099e-03 1.03546e+09  -1.03546e+09 0.00000e+00 
8.41269e-03 1.03628e+09  -1.03628e+09 0.00000e+00 
8.41438e-03 1.03711e+09  -1.03711e+09 0.00000e+00 
8.41608e-03 1.03793e+09  -1.03793e+09 0.00000e+00 
8.41778e-03 1.03875e+09  -1.03875e+09 0.00000e+00 
8.41947e-03 1.03958e+09  -1.03958e+09 0.00000e+00 
8.42117e-03 1.04040e+09  -1.04040e+09 0.00000e+00 
8.42287e-03 1.04122e+09  -1.04122e+09 0.00000e+00 
8.42457e-03 1.04205e+09  -1.04205e+09 0.00000e+00 
8.42626e-03 1.04288e+09  -1.04288e+09 0.00000e+00 
8.42796e-03 1.04370e+09  -1.04370e+09 0.00000e+00 
8.42966e-03 1.04453e+09  -1.04453e+09 0.00000e+00 
8.43135e-03 1.04536e+09  -1.04536e+09 0.00000e+00 
8.43305e-03 1.04618e+09  -1.04618e+09 0.00000e+00 
8.43475e-03 1.04701e+09  -1.04701e+09 0.00000e+00 
8.43644e-03 1.04784e+09  -1.04784e+09 0.00000e+00 
8.43814e-03 1.04867e+09  -1.04867e+09 0.00000e+00 
8.43984e-03 1.04950e+09  -1.04950e+09 0.00000e+00 
8.44154e-03 1.05033e+09  -1.05033e+09 0.00000e+00 
8.44323e-03 1.05116e+09  -1.05116e+09 0.00000e+00 
8.44493e-03 1.05199e+09  -1.05199e+09 0.00000e+00 
8.44663e-03 1.05282e+09  -1.05282e+09 0.00000e+00 
8.44832e-03 1.05366e+09  -1.05366e+09 0.00000e+00 
8.45002e-03 1.05449e+09  -1.05449e+09 0.00000e+00 
8.45172e-03 1.05532e+09  -1.05532e+09 0.00000e+00 
8.45341e-03 1.05616e+09  -1.05616e+09 0.00000e+00 
8.45511e-03 1.05699e+09  -1.05699e+09 0.00000e+00 
8.45681e-03 1.05782e+09  -1.05782e+09 0.00000e+00 
8.45850e-03 1.05866e+09  -1.05866e+09 0.00000e+00 
8.46020e-03 1.05950e+09  -1.05950e+09 0.00000e+00 
8.46190e-03 1.06033e+09  -1.06033e+09 0.00000e+00 
8.46360e-03 1.06117e+09  -1.06117e+09 0.00000e+00 
8.46529e-03 1.06200e+09  -1.06200e+09 0.00000e+00 
8.46699e-03 1.06284e+09  -1.06284e+09 0.00000e+00 
8.46869e-03 1.06368e+09  -1.06368e+09 0.00000e+00 
8.47038e-03 1.06452e+09  -1.06452e+09 0.00000e+00 
8.47208e-03 1.06536e+09  -1.06536e+09 0.00000e+00 
8.47378e-03 1.06620e+09  -1.06620e+09 0.00000e+00 
8.47547e-03 1.06704e+09  -1.06704e+09 0.00000e+00 
8.47717e-03 1.06788e+09  -1.06788e+09 0.00000e+00 
8.47887e-03 1.06872e+09  -1.06872e+09 0.00000e+00 
8.48056e-03 1.06956e+09  -1.06956e+09 0.00000e+00 
8.48226e-03 1.07040e+09  -1.07040e+09 0.00000e+00 
8.48396e-03 1.07124e+09  -1.07124e+09 0.00000e+00 
8.48565e-03 1.07209e+09  -1.07209e+09 0.00000e+00 
8.48735e-03 1.07293e+09  -1.07293e+09 0.00000e+00 
8.48905e-03 1.07377e+09  -1.07377e+09 0.00000e+00 
8.49074e-03 1.07462e+09  -1.07462e+09 0.00000e+00 
8.49244e-03 1.07546e+09  -1.07546e+09 0.00000e+00 
8.49414e-03 1.07631e+09  -1.07631e+09 0.00000e+00 
8.49583e-03 1.07715e+09  -1.07715e+09 0.00000e+00 
8.49753e-03 1.07800e+09  -1.07800e+09 0.00000e+00 
8.49923e-03 1.07885e+09  -1.07885e+09 0.00000e+00 
8.50093e-03 1.07970e+09  -1.07970e+09 0.00000e+00 
8.50262e-03 1.08054e+09  -1.08054e+09 0.00000e+00 
8.50432e-03 1.08139e+09  -1.08139e+09 0.00000e+00 
8.50602e-03 1.08224e+09  -1.08224e+09 0.00000e+00 
8.50771e-03 1.08309e+09  -1.08309e+09 0.00000e+00 
8.50941e-03 1.08394e+09  -1.08394e+09 0.00000e+00 
8.51111e-03 1.08479e+09  -1.08479e+09 0.00000e+00 
8.51280e-03 1.08564e+09  -1.08564e+09 0.00000e+00 
8.51450e-03 1.08649e+09  -1.08649e+09 0.00000e+00 
8.51620e-03 1.08734e+09  -1.08734e+09 0.00000e+00 
8.51789e-03 1.08820e+09  -1.08820e+09 0.00000e+00 
8.51959e-03 1.08905e+09  -1.08905e+09 0.00000e+00 
8.52129e-03 1.08990e+09  -1.08990e+09 0.00000e+00 
8.52298e-03 1.09075e+09  -1.09075e+09 0.00000e+00 
8.52468e-03 1.09161e+09  -1.09161e+09 0.00000e+00 
8.52638e-03 1.09246e+09  -1.09246e+09 0.00000e+00 
8.52807e-03 1.09332e+09  -1.09332e+09 0.00000e+00 
8.52977e-03 1.09417e+09  -1.09417e+09 0.00000e+00 
8.53147e-03 1.09503e+09  -1.09503e+09 0.00000e+00 
8.53316e-03 1.09589e+09  -1.09589e+09 0.00000e+00 
8.53486e-03 1.09674e+09  -1.09674e+09 0.00000e+00 
8.53656e-03 1.09760e+09  -1.09760e+09 0.00000e+00 
8.53825e-03 1.09846e+09  -1.09846e+09 0.00000e+00 
8.53995e-03 1.09932e+09  -1.09932e+09 0.00000e+00 
8.54165e-03 1.10018e+09  -1.10018e+09 0.00000e+00 
8.54334e-03 1.10104e+09  -1.10104e+09 0.00000e+00 
8.54504e-03 1.10190e+09  -1.10190e+09 0.00000e+00 
8.54674e-03 1.10276e+09  -1.10276e+09 0.00000e+00 
8.54843e-03 1.10362e+09  -1.10362e+09 0.00000e+00 
8.55013e-03 1.10448e+09  -1.10448e+09 0.00000e+00 
8.55183e-03 1.10534e+09  -1.10534e+09 0.00000e+00 
8.55352e-03 1.10621e+09  -1.10621e+09 0.00000e+00 
8.55522e-03 1.10707e+09  -1.10707e+09 0.00000e+00 
8.55692e-03 1.10793e+09  -1.10793e+09 0.00000e+00 
8.55861e-03 1.10880e+09  -1.10880e+09 0.00000e+00 
8.56031e-03 1.10966e+09  -1.10966e+09 0.00000e+00 
8.56201e-03 1.11053e+09  -1.11053e+09 0.00000e+00 
8.56370e-03 1.11139e+09  -1.11139e+09 0.00000e+00 
8.56540e-03 1.11226e+09  -1.11226e+09 0.00000e+00 
8.56709e-03 1.11312e+09  -1.11312e+09 0.00000e+00 
8.56879e-03 1.11399e+09  -1.11399e+09 0.00000e+00 
8.57049e-03 1.11486e+09  -1.11486e+09 0.00000e+00 
8.57218e-03 1.11573e+09  -1.11573e+09 0.00000e+00 
8.57388e-03 1.11660e+09  -1.11660e+09 0.00000e+00 
8.57558e-03 1.11746e+09  -1.11746e+09 0.00000e+00 
8.57727e-03 1.11833e+09  -1.11833e+09 0.00000e+00 
8.57897e-03 1.11920e+09  -1.11920e+09 0.00000e+00 
8.58067e-03 1.12007e+09  -1.12007e+09 0.00000e+00 
8.58236e-03 1.12095e+09  -1.12095e+09 0.00000e+00 
8.58406e-03 1.12182e+09  -1.12182e+09 0.00000e+00 
8.58576e-03 1.12269e+09  -1.12269e+09 0.00000e+00 
8.58745e-03 1.12356e+09  -1.12356e+09 0.00000e+00 
8.58915e-03 1.12444e+09  -1.12444e+09 0.00000e+00 
8.59085e-03 1.12531e+09  -1.12531e+09 0.00000e+00 
8.59254e-03 1.12618e+09  -1.12618e+09 0.00000e+00 
8.59424e-03 1.12706e+09  -1.12706e+09 0.00000e+00 
8.59594e-03 1.12793e+09  -1.12793e+09 0.00000e+00 
8.59763e-03 1.12881e+09  -1.12881e+09 0.00000e+00 
8.59933e-03 1.12968e+09  -1.12968e+09 0.00000e+00 
8.60103e-03 1.13056e+09  -1.13056e+09 0.00000e+00 
8.60272e-03 1.13144e+09  -1.13144e+09 0.00000e+00 
8.60442e-03 1.13232e+09  -1.13232e+09 0.00000e+00 
8.60611e-03 1.13319e+09  -1.13319e+09 0.00000e+00 
8.60781e-03 1.13407e+09  -1.13407e+09 0.00000e+00 
8.60951e-03 1.13495e+09  -1.13495e+09 0.00000e+00 
8.61120e-03 1.13583e+09  -1.13583e+09 0.00000e+00 
8.61290e-03 1.13671e+09  -1.13671e+09 0.00000e+00 
8.61460e-03 1.13759e+09  -1.13759e+09 0.00000e+00 
8.61629e-03 1.13847e+09  -1.13847e+09 0.00000e+00 
8.61799e-03 1.13935e+09  -1.13935e+09 0.00000e+00 
8.61969e-03 1.14024e+09  -1.14024e+09 0.00000e+00 
8.62138e-03 1.14112e+09  -1.14112e+09 0.00000e+00 
8.62308e-03 1.14200e+09  -1.14200e+09 0.00000e+00 
8.62478e-03 1.14289e+09  -1.14289e+09 0.00000e+00 
8.62647e-03 1.14377e+09  -1.14377e+09 0.00000e+00 
8.62817e-03 1.14465e+09  -1.14465e+09 0.00000e+00 
8.62986e-03 1.14554e+09  -1.14554e+09 0.00000e+00 
8.63156e-03 1.14642e+09  -1.14642e+09 0.00000e+00 
8.63326e-03 1.14731e+09  -1.14731e+09 0.00000e+00 
8.63495e-03 1.14820e+09  -1.14820e+09 0.00000e+00 
8.63665e-03 1.14908e+09  -1.14908e+09 0.00000e+00 
8.63835e-03 1.14997e+09  -1.14997e+09 0.00000e+00 
8.64004e-03 1.15086e+09  -1.15086e+09 0.00000e+00 
8.64174e-03 1.15175e+09  -1.15175e+09 0.00000e+00 
8.64344e-03 1.15264e+09  -1.15264e+09 0.00000e+00 
8.64513e-03 1.15353e+09  -1.15353e+09 0.00000e+00 
8.64683e-03 1.15442e+09  -1.15442e+09 0.00000e+00 
8.64852e-03 1.15531e+09  -1.15531e+09 0.00000e+00 
8.65022e-03 1.15620e+09  -1.15620e+09 0.00000e+00 
8.65192e-03 1.15709e+09  -1.15709e+09 0.00000e+00 
8.65361e-03 1.15798e+09  -1.15798e+09 0.00000e+00 
8.65531e-03 1.15888e+09  -1.15888e+09 0.00000e+00 
8.65701e-03 1.15977e+09  -1.15977e+09 0.00000e+00 
8.65870e-03 1.16066e+09  -1.16066e+09 0.00000e+00 
8.66040e-03 1.16156e+09  -1.16156e+09 0.00000e+00 
8.66209e-03 1.16245e+09  -1.16245e+09 0.00000e+00 
8.66379e-03 1.16335e+09  -1.16335e+09 0.00000e+00 
8.66549e-03 1.16424e+09  -1.16424e+09 0.00000e+00 
8.66718e-03 1.16514e+09  -1.16514e+09 0.00000e+00 
8.66888e-03 1.16604e+09  -1.16604e+09 0.00000e+00 
8.67058e-03 1.16693e+09  -1.16693e+09 0.00000e+00 
8.67227e-03 1.16783e+09  -1.16783e+09 0.00000e+00 
8.67397e-03 1.16873e+09  -1.16873e+09 0.00000e+00 
8.67566e-03 1.16963e+09  -1.16963e+09 0.00000e+00 
8.67736e-03 1.17053e+09  -1.17053e+09 0.00000e+00 
8.67906e-03 1.17143e+09  -1.17143e+09 0.00000e+00 
8.68075e-03 1.17233e+09  -1.17233e+09 0.00000e+00 
8.68245e-03 1.17323e+09  -1.17323e+09 0.00000e+00 
8.68415e-03 1.17413e+09  -1.17413e+09 0.00000e+00 
8.68584e-03 1.17503e+09  -1.17503e+09 0.00000e+00 
8.68754e-03 1.17594e+09  -1.17593e+09 0.00000e+00 
8.68923e-03 1.17684e+09  -1.17684e+09 0.00000e+00 
8.69093e-03 1.17774e+09  -1.17774e+09 0.00000e+00 
8.69263e-03 1.17865e+09  -1.17865e+09 0.00000e+00 
8.69432e-03 1.17955e+09  -1.17955e+09 0.00000e+00 
8.69602e-03 1.18045e+09  -1.18045e+09 0.00000e+00 
8.69772e-03 1.18136e+09  -1.18136e+09 0.00000e+00 
8.69941e-03 1.18227e+09  -1.18227e+09 0.00000e+00 
8.70111e-03 1.18317e+09  -1.18317e+09 0.00000e+00 
8.70280e-03 1.18408e+09  -1.18408e+09 0.00000e+00 
8.70450e-03 1.18499e+09  -1.18499e+09 0.00000e+00 
8.70620e-03 1.18590e+09  -1.18590e+09 0.00000e+00 
8.70789e-03 1.18680e+09  -1.18680e+09 0.00000e+00 
8.70959e-03 1.18771e+09  -1.18771e+09 0.00000e+00 
8.71128e-03 1.18862e+09  -1.18862e+09 0.00000e+00 
8.71298e-03 1.18953e+09  -1.18953e+09 0.00000e+00 
8.71468e-03 1.19044e+09  -1.19044e+09 0.00000e+00 
8.71637e-03 1.19135e+09  -1.19135e+09 0.00000e+00 
8.71807e-03 1.19227e+09  -1.19227e+09 0.00000e+00 
8.71977e-03 1.19318e+09  -1.19318e+09 0.00000e+00 
8.72146e-03 1.19409e+09  -1.19409e+09 0.00000e+00 
8.72316e-03 1.19500e+09  -1.19500e+09 0.00000e+00 
8.72485e-03 1.19592e+09  -1.19592e+09 0.00000e+00 
8.72655e-03 1.19683e+09  -1.19683e+09 0.00000e+00 
8.72825e-03 1.19775e+09  -1.19775e+09 0.00000e+00 
8.72994e-03 1.19866e+09  -1.19866e+09 0.00000e+00 
8.73164e-03 1.19958e+09  -1.19958e+09 0.00000e+00 
8.73333e-03 1.20049e+09  -1.20049e+09 0.00000e+00 
8.73503e-03 1.20141e+09  -1.20141e+09 0.00000e+00 
8.73673e-03 1.20233e+09  -1.20233e+09 0.00000e+00 
8.73842e-03 1.20325e+09  -1.20325e+09 0.00000e+00 
8.74012e-03 1.20416e+09  -1.20416e+09 0.00000e+00 
8.74181e-03 1.20508e+09  -1.20508e+09 0.00000e+00 
8.74351e-03 1.20600e+09  -1.20600e+09 0.00000e+00 
8.74521e-03 1.20692e+09  -1.20692e+09 0.00000e+00 
8.74690e-03 1.20784e+09  -1.20784e+09 0.00000e+00 
8.74860e-03 1.20876e+09  -1.20876e+09 0.00000e+00 
8.75029e-03 1.20968e+09  -1.20968e+09 0.00000e+00 
8.75199e-03 1.21061e+09  -1.21061e+09 0.00000e+00 
8.75369e-03 1.21153e+09  -1.21153e+09 0.00000e+00 
8.75538e-03 1.21245e+09  -1.21245e+09 0.00000e+00 
8.75708e-03 1.21338e+09  -1.21338e+09 0.00000e+00 
8.75877e-03 1.21430e+09  -1.21430e+09 0.00000e+00 
8.76047e-03 1.21522e+09  -1.21522e+09 0.00000e+00 
8.76217e-03 1.21615e+09  -1.21615e+09 0.00000e+00 
8.76386e-03 1.21707e+09  -1.21707e+09 0.00000e+00 
8.76556e-03 1.21800e+09  -1.21800e+09 0.00000e+00 
8.76725e-03 1.21893e+09  -1.21893e+09 0.00000e+00 
8.76895e-03 1.21985e+09  -1.21985e+09 0.00000e+00 
8.77065e-03 1.22078e+09  -1.22078e+09 0.00000e+00 
8.77234e-03 1.22171e+09  -1.22171e+09 0.00000e+00 
8.77404e-03 1.22264e+09  -1.22264e+09 0.00000e+00 
8.77573e-03 1.22357e+09  -1.22357e+09 0.00000e+00 
8.77743e-03 1.22450e+09  -1.22450e+09 0.00000e+00 
8.77913e-03 1.22543e+09  -1.22543e+09 0.00000e+00 
8.78082e-03 1.22636e+09  -1.22636e+09 0.00000e+00 
8.78252e-03 1.22729e+09  -1.22729e+09 0.00000e+00 
8.78421e-03 1.22822e+09  -1.22822e+09 0.00000e+00 
8.78591e-03 1.22915e+09  -1.22915e+09 0.00000e+00 
8.78761e-03 1.23009e+09  -1.23009e+09 0.00000e+00 
8.78930e-03 1.23102e+09  -1.23102e+09 0.00000e+00 
8.79100e-03 1.23195e+09  -1.23195e+09 0.00000e+00 
8.79269e-03 1.23289e+09  -1.23289e+09 0.00000e+00 
8.79439e-03 1.23382e+09  -1.23382e+09 0.00000e+00 
8.79609e-03 1.23476e+09  -1.23476e+09 0.00000e+00 
8.79778e-03 1.23570e+09  -1.23570e+09 0.00000e+00 
8.79948e-03 1.23663e+09  -1.23663e+09 0.00000e+00 
8.80117e-03 1.23757e+09  -1.23757e+09 0.00000e+00 
8.80287e-03 1.23851e+09  -1.23851e+09 0.00000e+00 
8.80457e-03 1.23944e+09  -1.23944e+09 0.00000e+00 
8.80626e-03 1.24038e+09  -1.24038e+09 0.00000e+00 
8.80796e-03 1.24132e+09  -1.24132e+09 0.00000e+00 
8.80965e-03 1.24226e+09  -1.24226e+09 0.00000e+00 
8.81135e-03 1.24320e+09  -1.24320e+09 0.00000e+00 
8.81304e-03 1.24414e+09  -1.24414e+09 0.00000e+00 
8.81474e-03 1.24508e+09  -1.24508e+09 0.00000e+00 
8.81644e-03 1.24603e+09  -1.24603e+09 0.00000e+00 
8.81813e-03 1.24697e+09  -1.24697e+09 0.00000e+00 
8.81983e-03 1.24791e+09  -1.24791e+09 0.00000e+00 
8.82152e-03 1.24885e+09  -1.24885e+09 0.00000e+00 
8.82322e-03 1.24980e+09  -1.24980e+09 0.00000e+00 
8.82492e-03 1.25074e+09  -1.25074e+09 0.00000e+00 
