5.21083e-07 8.45600e-07  -5.31244e-18 0.00000e+00 
1.04217e-06 4.09614e-06  -3.40657e-06 0.00000e+00 
1.56325e-06 1.04975e-05  -9.52687e-06 0.00000e+00 
2.08433e-06 2.41432e-05  -2.30711e-05 0.00000e+00 
2.60541e-06 4.74001e-05  -4.56208e-05 0.00000e+00 
3.12649e-06 9.21338e-05  -8.92316e-05 0.00000e+00 
3.64757e-06 1.69655e-04  -1.66171e-04 0.00000e+00 
4.16865e-06 2.86456e-04  -2.82122e-04 0.00000e+00 
4.68973e-06 4.53316e-04  -4.47957e-04 0.00000e+00 
5.21081e-06 6.85577e-04  -6.78816e-04 0.00000e+00 
5.73189e-06 1.00262e-03  -9.94173e-04 0.00000e+00 
6.25297e-06 1.42102e-03  -1.41109e-03 0.00000e+00 
6.77405e-06 1.95415e-03  -1.94280e-03 0.00000e+00 
7.29513e-06 2.61845e-03  -2.60538e-03 0.00000e+00 
7.81620e-06 3.43859e-03  -3.42345e-03 0.00000e+00 
8.33728e-06 4.44539e-03  -4.42797e-03 0.00000e+00 
8.85836e-06 5.66538e-03  -5.64568e-03 0.00000e+00 
9.37943e-06 7.11844e-03  -7.09656e-03 0.00000e+00 
9.90051e-06 8.82647e-03  -8.80231e-03 0.00000e+00 
1.04216e-05 1.08214e-02  -1.07947e-02 0.00000e+00 
1.09427e-05 1.31432e-02  -1.31134e-02 0.00000e+00 
1.14637e-05 1.58284e-02  -1.57956e-02 0.00000e+00 
1.19848e-05 1.89051e-02  -1.88694e-02 0.00000e+00 
1.25059e-05 2.24005e-02  -2.23618e-02 0.00000e+00 
1.30270e-05 2.63523e-02  -2.63104e-02 0.00000e+00 
1.35480e-05 3.08091e-02  -3.07637e-02 0.00000e+00 
1.40691e-05 3.58198e-02  -3.57707e-02 0.00000e+00 
1.45902e-05 4.14248e-02  -4.13719e-02 0.00000e+00 
1.51112e-05 4.76580e-02  -4.76015e-02 0.00000e+00 
1.56323e-05 5.45576e-02  -5.44974e-02 0.00000e+00 
1.61534e-05 6.21753e-02  -6.21110e-02 0.00000e+00 
1.66745e-05 7.05722e-02  -7.05034e-02 0.00000e+00 
1.71955e-05 7.98035e-02  -7.97302e-02 0.00000e+00 
1.77166e-05 8.99139e-02  -8.98362e-02 0.00000e+00 
1.82377e-05 1.00947e-01  -1.00865e-01 0.00000e+00 
1.87587e-05 1.12957e-01  -1.12870e-01 0.00000e+00 
1.92798e-05 1.26011e-01  -1.25917e-01 0.00000e+00 
1.98009e-05 1.40174e-01  -1.40071e-01 0.00000e+00 
2.03219e-05 1.55503e-01  -1.55383e-01 0.00000e+00 
2.08430e-05 1.72052e-01  -1.71884e-01 0.00000e+00 
2.13641e-05 1.89889e-01  -1.89572e-01 0.00000e+00 
2.18851e-05 2.09106e-01  -2.08306e-01 0.00000e+00 
2.24062e-05 2.29844e-01  -2.27445e-01 0.00000e+00 
2.29272e-05 2.52392e-01  -2.44660e-01 0.00000e+00 
2.34482e-05 2.77557e-01  -2.51987e-01 0.00000e+00 
2.39692e-05 3.07934e-01  -2.22541e-01 0.00000e+00 
2.44901e-05 3.52258e-01  -6.53334e-02 0.00000e+00 
2.50109e-05 4.40814e-01  5.30177e-01 0.00000e+00 
2.55315e-05 6.82862e-01  2.64268e+00 0.00000e+00 
2.60517e-05 1.49680e+00  1.01349e+01 0.00000e+00 
2.65711e-05 4.66339e+00  3.76114e+01 0.00000e+00 
2.70891e-05 1.90080e+01  1.45418e+02 0.00000e+00 
2.76044e-05 1.00173e+02  6.21120e+02 0.00000e+00 
2.81150e-05 7.20301e+02  3.14925e+03 0.00000e+00 
2.86160e-05 7.99280e+03  2.08552e+04 0.00000e+00 
2.90988e-05 1.50409e+06  3.67619e+05 0.00000e+00 
2.95448e-05 5.25358e+08  -1.18051e+07 0.00000e+00 
2.98830e-05 1.70203e+09  1.47582e+08 0.00000e+00 
2.99182e-05 1.37325e+29  -4.56192e+20 0.00000e+00 
3.05785e-05 9.05681e+126  -1.33212e+76 0.00000e+00 
3.10548e-05   NaN    NaN 0.00000e+00 
